recpname,eqptype,eqpid
SMOV5,SDUMSTEP,SMOVEC2
SMOV5,SDUMSTEP,SMOVE01
SMOV5,SDUMSTEP,SMOVE03
SMOV5,SDUMSTEP,SMOVE04
SMOV5,SDUMSTEP,SMOVE05
SMOV5,SDUMSTEP,SMOVE06
SMOV5,SDUMSTEP,SMOVEC1
SMOV5,SDUMSTEP,SMOVEC2
SMOV6,SDUMSTEP,SMOVE01
SMOV6,SDUMSTEP,SMOVE03
SMOV6,SDUMSTEP,SMOVE04
SMOV6,SDUMSTEP,SMOVE05
SMOV6,SDUMSTEP,SMOVE06
SMOV6,SDUMSTEP,SMOVEC1
SMOV6,SDUMSTEP,SMOVEC2
SMOV7,SOWETETC,4ET-08
SMOV8,SDUMSTEP,SMOVE01
SMOV8,SDUMSTEP,SMOVE03
SMOV8,SDUMSTEP,SMOVE04
SMOV8,SDUMSTEP,SMOVE05
SMOV8,SDUMSTEP,SMOVE06
SMOV8,SDUMSTEP,SMOVEC1
SMOV8,SDUMSTEP,SMOVEC2
SMOV9,SDUMSTEP,SMOVE01
SMOV9,SDUMSTEP,SMOVE03
SMOV9,SDUMSTEP,SMOVE04
SMOV9,SDUMSTEP,SMOVE05
SMOV9,SDUMSTEP,SMOVE06
SMOV9,SDUMSTEP,SMOVEC1
SMOV9,SDUMSTEP,SMOVEC2
SMOVA,SDUMSTEP,SMOVE01
SMOVA,SDUMSTEP,SMOVE03
SMOVA,SDUMSTEP,SMOVE04
SMOVA,SDUMSTEP,SMOVE05
SMOVA,SDUMSTEP,SMOVE06
SMOVA,SDUMSTEP,SMOVEC1
SMOVA,SDUMSTEP,SMOVEC2
SMOVA,SDUMSTEP,SMOVE01
SMOVA,SDUMSTEP,SMOVE03
SMOVA,SDUMSTEP,SMOVE04
SMOVA,SDUMSTEP,SMOVE05
SMOVA,SDUMSTEP,SMOVE06
SMOVA,SDUMSTEP,SMOVEC1
SMOVA,SDUMSTEP,SMOVEC2
SMOVD,SDUMSTEP,SMOVE01
SMOVD,SDUMSTEP,SMOVE03
SMOVD,SDUMSTEP,SMOVE04
SMOVD,SDUMSTEP,SMOVE05
SMOVD,SDUMSTEP,SMOVE06
SMOVD,SDUMSTEP,SMOVEC1
SMOVD,SDUMSTEP,SMOVEC2
SOB01,SOWETETC,4ET-08
SOB01,SOWETETC,4ET-08
SOB01,SOWETETC,4ET-08
SOB01,SOWETETC,4ET-08
SOB01,SOWETETC,4ET-08
SOB01,SOWETETC,4ET-08
SOB01,SOWETETC,4ET-08
SOB02,SOMEAS,2FRT-02
SOB02,SOMEAS,4FRT-01
SOB02,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC01,SOMEAS,2FRT-02
SOC01,SOMEAS,4FRT-01
SOC01,SOMEAS,4MS-09
SOC02,SOMEAS,2FRT-02
SOC02,SOMEAS,4FRT-01
SOC02,SOMEAS,4MS-09
SOC02,SOMEAS,2FRT-02
SOC02,SOMEAS,4FRT-01
SOC02,SOMEAS,4MS-09
SOC03,SOMEAS,2FRT-02
SOC03,SOMEAS,4FRT-01
SOC03,SOMEAS,4MS-09
SOC03,SOMEAS,2FRT-02
SOC03,SOMEAS,4FRT-01
SOC03,SOMEAS,4MS-09
SOC03,SOMEAS,2FRT-02
SOC03,SOMEAS,4FRT-01
SOC03,SOMEAS,4MS-09
SOC03,SOMEAS,2FRT-02
SOC03,SOMEAS,4FRT-01
SOC03,SOMEAS,4MS-09
SOC04,SOMEAS,2FRT-02
SOC04,SOMEAS,4FRT-01
SOC04,SOMEAS,4MS-09
SOC05,SOMEAS,2FRT-02
SOC05,SOMEAS,4FRT-01
SOC05,SOMEAS,4MS-09
SOD01,SOINSPP3,2BIS-10
SOD01,SOINSPP3,2BIS-16
SOD01,SOINSPP3,2BIS-23
SOD01,SOINSPP3,2BIS-24
SOD01,SOINSPP3,2BIS-25
SOD01,SOINSPP3,2BIS-26
SOD01,SOINSPP3,4BIS-14
SOD01,SOINSPP3,4BIS-15
SOD01,SOINSPP3,4BIS-17
SOD01,SOINSPP3,4BIS-20
SOD01,SOINSPP3,4BIS-22
SOD02,SOINSPP3,2BIS-10
SOD02,SOINSPP3,2BIS-16
SOD02,SOINSPP3,2BIS-23
SOD02,SOINSPP3,2BIS-24
SOD02,SOINSPP3,2BIS-25
SOD02,SOINSPP3,2BIS-26
SOD02,SOINSPP3,4BIS-14
SOD02,SOINSPP3,4BIS-15
SOD02,SOINSPP3,4BIS-17
SOD02,SOINSPP3,4BIS-20
SOD02,SOINSPP3,4BIS-22
SOD03,SOINSPP3,2BIS-10
SOD03,SOINSPP3,2BIS-16
SOD03,SOINSPP3,2BIS-23
SOD03,SOINSPP3,2BIS-24
SOD03,SOINSPP3,2BIS-25
SOD03,SOINSPP3,2BIS-26
SOD03,SOINSPP3,4BIS-14
SOD03,SOINSPP3,4BIS-15
SOD03,SOINSPP3,4BIS-17
SOD03,SOINSPP3,4BIS-20
SOD03,SOINSPP3,4BIS-22
SOD04,SOINSPP3,2BIS-10
SOD04,SOINSPP3,2BIS-16
SOD04,SOINSPP3,2BIS-23
SOD04,SOINSPP3,2BIS-24
SOD04,SOINSPP3,2BIS-25
SOD04,SOINSPP3,2BIS-26
SOD04,SOINSPP3,4BIS-14
SOD04,SOINSPP3,4BIS-15
SOD04,SOINSPP3,4BIS-17
SOD04,SOINSPP3,4BIS-20
SOD04,SOINSPP3,4BIS-22
SOD05,SOINSPP3,2BIS-10
SOD05,SOINSPP3,2BIS-16
SOD05,SOINSPP3,2BIS-23
SOD05,SOINSPP3,2BIS-24
SOD05,SOINSPP3,2BIS-25
SOD05,SOINSPP3,2BIS-26
SOD05,SOINSPP3,4BIS-14
SOD05,SOINSPP3,4BIS-15
SOD05,SOINSPP3,4BIS-17
SOD05,SOINSPP3,4BIS-20
SOD05,SOINSPP3,4BIS-22
SOD06,SOINSPP3,2BIS-10
SOD06,SOINSPP3,2BIS-16
SOD06,SOINSPP3,2BIS-23
SOD06,SOINSPP3,2BIS-24
SOD06,SOINSPP3,2BIS-25
SOD06,SOINSPP3,2BIS-26
SOD06,SOINSPP3,4BIS-14
SOD06,SOINSPP3,4BIS-15
SOD06,SOINSPP3,4BIS-17
SOD06,SOINSPP3,4BIS-20
SOD06,SOINSPP3,4BIS-22
SOD06,SOINSPP3,2BIS-10
SOD06,SOINSPP3,2BIS-16
SOD06,SOINSPP3,2BIS-23
SOD06,SOINSPP3,2BIS-24
SOD06,SOINSPP3,2BIS-25
SOD06,SOINSPP3,2BIS-26
SOD06,SOINSPP3,4BIS-14
SOD06,SOINSPP3,4BIS-15
SOD06,SOINSPP3,4BIS-17
SOD06,SOINSPP3,4BIS-20
SOD06,SOINSPP3,4BIS-22
SOD06,SOINSPP3,2BIS-10
SOD06,SOINSPP3,2BIS-16
SOD06,SOINSPP3,2BIS-23
SOD06,SOINSPP3,2BIS-24
SOD06,SOINSPP3,2BIS-25
SOD06,SOINSPP3,2BIS-26
SOD06,SOINSPP3,4BIS-14
SOD06,SOINSPP3,4BIS-15
SOD06,SOINSPP3,4BIS-17
SOD06,SOINSPP3,4BIS-20
SOD06,SOINSPP3,4BIS-22
SOD06,SOINSPP3,2BIS-10
SOD06,SOINSPP3,2BIS-16
SOD06,SOINSPP3,2BIS-23
SOD06,SOINSPP3,2BIS-24
SOD06,SOINSPP3,2BIS-25
SOD06,SOINSPP3,2BIS-26
SOD06,SOINSPP3,4BIS-14
SOD06,SOINSPP3,4BIS-15
SOD06,SOINSPP3,4BIS-17
SOD06,SOINSPP3,4BIS-20
SOD06,SOINSPP3,4BIS-22
SOD07,SOINSPP3,2BIS-10
SOD07,SOINSPP3,2BIS-16
SOD07,SOINSPP3,2BIS-23
SOD07,SOINSPP3,2BIS-24
SOD07,SOINSPP3,2BIS-25
SOD07,SOINSPP3,2BIS-26
SOD07,SOINSPP3,4BIS-14
SOD07,SOINSPP3,4BIS-15
SOD07,SOINSPP3,4BIS-17
SOD07,SOINSPP3,4BIS-20
SOD07,SOINSPP3,4BIS-22
SOD08,SOINSPP3,2BIS-10
SOD08,SOINSPP3,2BIS-16
SOD08,SOINSPP3,2BIS-23
SOD08,SOINSPP3,2BIS-24
SOD08,SOINSPP3,2BIS-25
SOD08,SOINSPP3,2BIS-26
SOD08,SOINSPP3,4BIS-14
SOD08,SOINSPP3,4BIS-15
SOD08,SOINSPP3,4BIS-17
SOD08,SOINSPP3,4BIS-20
SOD08,SOINSPP3,4BIS-22
SOD09,SOINSPP3,2BIS-10
SOD09,SOINSPP3,2BIS-16
SOD09,SOINSPP3,2BIS-23
SOD09,SOINSPP3,2BIS-24
SOD09,SOINSPP3,2BIS-25
SOD09,SOINSPP3,2BIS-26
SOD09,SOINSPP3,4BIS-14
SOD09,SOINSPP3,4BIS-15
SOD09,SOINSPP3,4BIS-17
SOD09,SOINSPP3,4BIS-20
SOD09,SOINSPP3,4BIS-22
SOD09,SOINSPP3,2BIS-10
SOD09,SOINSPP3,2BIS-16
SOD09,SOINSPP3,2BIS-23
SOD09,SOINSPP3,2BIS-24
SOD09,SOINSPP3,2BIS-25
SOD09,SOINSPP3,2BIS-26
SOD09,SOINSPP3,4BIS-14
SOD09,SOINSPP3,4BIS-15
SOD09,SOINSPP3,4BIS-17
SOD09,SOINSPP3,4BIS-20
SOD09,SOINSPP3,4BIS-22
SOD09,SOINSPP3,2BIS-10
SOD09,SOINSPP3,2BIS-16
SOD09,SOINSPP3,2BIS-23
SOD09,SOINSPP3,2BIS-24
SOD09,SOINSPP3,2BIS-25
SOD09,SOINSPP3,2BIS-26
SOD09,SOINSPP3,4BIS-14
SOD09,SOINSPP3,4BIS-15
SOD09,SOINSPP3,4BIS-17
SOD09,SOINSPP3,4BIS-20
SOD09,SOINSPP3,4BIS-22
SOD09,SOINSPP3,2BIS-10
SOD09,SOINSPP3,2BIS-16
SOD09,SOINSPP3,2BIS-23
SOD09,SOINSPP3,2BIS-24
SOD09,SOINSPP3,2BIS-25
SOD09,SOINSPP3,2BIS-26
SOD09,SOINSPP3,4BIS-14
SOD09,SOINSPP3,4BIS-15
SOD09,SOINSPP3,4BIS-17
SOD09,SOINSPP3,4BIS-20
SOD09,SOINSPP3,4BIS-22
SOD10,SOINSPP3,2BIS-10
SOD10,SOINSPP3,2BIS-16
SOD10,SOINSPP3,2BIS-23
SOD10,SOINSPP3,2BIS-24
SOD10,SOINSPP3,2BIS-25
SOD10,SOINSPP3,2BIS-26
SOD10,SOINSPP3,4BIS-14
SOD10,SOINSPP3,4BIS-15
SOD10,SOINSPP3,4BIS-17
SOD10,SOINSPP3,4BIS-20
SOD10,SOINSPP3,4BIS-22
SOD62,SOINSPP3,2BIS-10
SOD62,SOINSPP3,2BIS-16
SOD62,SOINSPP3,2BIS-23
SOD62,SOINSPP3,2BIS-24
SOD62,SOINSPP3,2BIS-25
SOD62,SOINSPP3,2BIS-26
SOD62,SOINSPP3,4BIS-14
SOD62,SOINSPP3,4BIS-15
SOD62,SOINSPP3,4BIS-17
SOD62,SOINSPP3,4BIS-20
SOD62,SOINSPP3,4BIS-22
SOD63,SOINSPP3,2BIS-10
SOD63,SOINSPP3,2BIS-16
SOD63,SOINSPP3,2BIS-23
SOD63,SOINSPP3,2BIS-24
SOD63,SOINSPP3,2BIS-25
SOD63,SOINSPP3,2BIS-26
SOD63,SOINSPP3,4BIS-14
SOD63,SOINSPP3,4BIS-15
SOD63,SOINSPP3,4BIS-17
SOD63,SOINSPP3,4BIS-20
SOD63,SOINSPP3,4BIS-22
SOD63,SOINSPP3,2BIS-10
SOD63,SOINSPP3,2BIS-16
SOD63,SOINSPP3,2BIS-23
SOD63,SOINSPP3,2BIS-24
SOD63,SOINSPP3,2BIS-25
SOD63,SOINSPP3,2BIS-26
SOD63,SOINSPP3,4BIS-14
SOD63,SOINSPP3,4BIS-15
SOD63,SOINSPP3,4BIS-17
SOD63,SOINSPP3,4BIS-20
SOD63,SOINSPP3,4BIS-22
SOD64,SOINSPP3,2BIS-10
SOD64,SOINSPP3,2BIS-16
SOD64,SOINSPP3,2BIS-23
SOD64,SOINSPP3,2BIS-24
SOD64,SOINSPP3,2BIS-25
SOD64,SOINSPP3,2BIS-26
SOD64,SOINSPP3,4BIS-14
SOD64,SOINSPP3,4BIS-15
SOD64,SOINSPP3,4BIS-17
SOD64,SOINSPP3,4BIS-20
SOD64,SOINSPP3,4BIS-22
SOD66,SOINSPP3,2BIS-10
SOD66,SOINSPP3,2BIS-16
SOD66,SOINSPP3,2BIS-23
SOD66,SOINSPP3,2BIS-24
SOD66,SOINSPP3,2BIS-25
SOD66,SOINSPP3,2BIS-26
SOD66,SOINSPP3,4BIS-14
SOD66,SOINSPP3,4BIS-15
SOD66,SOINSPP3,4BIS-17
SOD66,SOINSPP3,4BIS-20
SOD66,SOINSPP3,4BIS-22
SOD66,SOINSPP3,2BIS-10
SOD66,SOINSPP3,2BIS-16
SOD66,SOINSPP3,2BIS-23
SOD66,SOINSPP3,2BIS-24
SOD66,SOINSPP3,2BIS-25
SOD66,SOINSPP3,2BIS-26
SOD66,SOINSPP3,4BIS-14
SOD66,SOINSPP3,4BIS-15
SOD66,SOINSPP3,4BIS-17
SOD66,SOINSPP3,4BIS-20
SOD66,SOINSPP3,4BIS-22
SOD66,SOINSPP3,2BIS-10
SOD66,SOINSPP3,2BIS-16
SOD66,SOINSPP3,2BIS-23
SOD66,SOINSPP3,2BIS-24
SOD66,SOINSPP3,2BIS-25
SOD66,SOINSPP3,2BIS-26
SOD66,SOINSPP3,4BIS-14
SOD66,SOINSPP3,4BIS-15
SOD66,SOINSPP3,4BIS-17
SOD66,SOINSPP3,4BIS-20
SOD66,SOINSPP3,4BIS-22
SOD68,SOINSPP3,2BIS-10
SOD68,SOINSPP3,2BIS-16
SOD68,SOINSPP3,2BIS-23
SOD68,SOINSPP3,2BIS-24
SOD68,SOINSPP3,2BIS-25
SOD68,SOINSPP3,2BIS-26
SOD68,SOINSPP3,4BIS-14
SOD68,SOINSPP3,4BIS-15
SOD68,SOINSPP3,4BIS-17
SOD68,SOINSPP3,4BIS-20
SOD68,SOINSPP3,4BIS-22
SOD69,SOINSPP3,2BIS-10
SOD69,SOINSPP3,2BIS-16
SOD69,SOINSPP3,2BIS-23
SOD69,SOINSPP3,2BIS-24
SOD69,SOINSPP3,2BIS-25
SOD69,SOINSPP3,2BIS-26
SOD69,SOINSPP3,4BIS-14
SOD69,SOINSPP3,4BIS-15
SOD69,SOINSPP3,4BIS-17
SOD69,SOINSPP3,4BIS-20
SOD69,SOINSPP3,4BIS-22
SOD69,SOINSPP3,2BIS-10
SOD69,SOINSPP3,2BIS-16
SOD69,SOINSPP3,2BIS-23
SOD69,SOINSPP3,2BIS-24
SOD69,SOINSPP3,2BIS-25
SOD69,SOINSPP3,2BIS-26
SOD69,SOINSPP3,4BIS-14
SOD69,SOINSPP3,4BIS-15
SOD69,SOINSPP3,4BIS-17
SOD69,SOINSPP3,4BIS-20
SOD69,SOINSPP3,4BIS-22
SOE01,SOWETETC,4ET-08
SOE01,SOWETETC,4ET-08
SOE01,SOWETETC,4ET-08
SOE01,SOWETETC,4ET-08
SOE02,SOWETETC,4ET-08
SOE02,SOWETETC,4ET-08
SOE02,SOWETETC,4ET-08
SOE03,SOWETETC,4ET-08
SOE03,SOWETETC,4ET-08
SOE03,SOWETETC,4ET-08
SOE03,SOWETETC,4ET-08
SOE04,SOWETETC,4ET-08
SOE04,SOWETETC,4ET-08
SOE04,SOWETETC,4ET-08
SOE04,SOWETETC,4ET-08
SOE05,SOWETETC,4ET-08
SOE05,SOWETETC,4ET-08
SOE05,SOWETETC,4ET-08
SOE06,SOWETETC,4ET-08
SOE06,SOWETETC,4ET-08
SOE07,SOWETETC,4ET-08
SOE07,SOWETETC,4ET-08
SOE08,SOWETETC,4ET-08
SOE08,SOWETETC,4ET-08
SOE62,SOWETETC,4ET-08
SOE62,SOWETETC,4ET-08
SOE62,SOWETETC,4ET-08
SOE62,SOWETETC,4ET-08
SOE62,SOWETETC,4ET-08
SOE64,SOWETETC,4ET-08
SOE64,SOWETETC,4ET-08
SOE64,SOWETETC,4ET-08
SOE64,SOWETETC,4ET-08
SOE64,SOWETETC,4ET-08
SOE64,SOWETETC,4ET-08
SOE65,SOWETETC,4ET-08
SOE65,SOWETETC,4ET-08
SOE66,SOWETETC,4ET-08
SOE66,SOWETETC,4ET-08
SOE67,SOWETETC,4ET-08
SOE67,SOWETETC,4ET-08
SOEV1,SOWETETC,4ET-08
SOEV1,SOWETETC,4ET-08
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH01,SOSHEAR,2DS-03
SOH01,SOSHEAR,4DS-06
SOH61,SOSHEAR,2DS-03
SOH61,SOSHEAR,4DS-06
SOH61,SOSHEAR,2DS-03
SOH61,SOSHEAR,4DS-06
SOH61,SOSHEAR,2DS-03
SOH61,SOSHEAR,4DS-06
SOH61,SOSHEAR,2DS-03
SOH61,SOSHEAR,4DS-06
SOH61,SOSHEAR,2DS-03
SOH61,SOSHEAR,4DS-06
SOH61,SOSHEAR,2DS-03
SOH61,SOSHEAR,4DS-06
SOI01,SOINSPP3,2BIS-10
SOI01,SOINSPP3,2BIS-16
SOI01,SOINSPP3,2BIS-23
SOI01,SOINSPP3,2BIS-24
SOI01,SOINSPP3,2BIS-25
SOI01,SOINSPP3,2BIS-26
SOI01,SOINSPP3,4BIS-14
SOI01,SOINSPP3,4BIS-15
SOI01,SOINSPP3,4BIS-17
SOI01,SOINSPP3,4BIS-20
SOI01,SOINSPP3,4BIS-22
SOJ01,SOREFSOL,2RF-04
SOJ01,SOREFSOL,4RSL-01
SOJ01,SOREFSOL,2RF-04
SOJ01,SOREFSOL,4RSL-01
SOJ61,SOREFSOL,2RF-04
SOJ61,SOREFSOL,4RSL-01
SOJ61,SOREFSOL,2RF-04
SOJ61,SOREFSOL,4RSL-01
SOK01,SOPRINT,2ASP-05
SOK01,SOPRINT,2ASP-06
SOK01,SOPRINT,4ASP-07
SOK01,SOPRINT,4ASP-08
SOK01,SOPRINT,2ASP-05
SOK01,SOPRINT,2ASP-06
SOK01,SOPRINT,4ASP-07
SOK01,SOPRINT,4ASP-08
SOK01,SOPRINT,2ASP-05
SOK01,SOPRINT,2ASP-06
SOK01,SOPRINT,4ASP-07
SOK01,SOPRINT,4ASP-08
SOK01,SOPRINT,2ASP-05
SOK01,SOPRINT,2ASP-06
SOK01,SOPRINT,4ASP-07
SOK01,SOPRINT,4ASP-08
SOK02,SOPRINT,2ASP-05
SOK02,SOPRINT,2ASP-06
SOK02,SOPRINT,4ASP-07
SOK02,SOPRINT,4ASP-08
SOK02,SOPRINT,2ASP-05
SOK02,SOPRINT,2ASP-06
SOK02,SOPRINT,4ASP-07
SOK02,SOPRINT,4ASP-08
SOK02,SOPRINT,2ASP-05
SOK02,SOPRINT,2ASP-06
SOK02,SOPRINT,4ASP-07
SOK02,SOPRINT,4ASP-08
SOK02,SOPRINT,2ASP-05
SOK02,SOPRINT,2ASP-06
SOK02,SOPRINT,4ASP-07
SOK02,SOPRINT,4ASP-08
SOK02,SOPRINT,2ASP-05
SOK02,SOPRINT,2ASP-06
SOK02,SOPRINT,4ASP-07
SOK02,SOPRINT,4ASP-08
SOK03,SOPRINT,2ASP-05
SOK03,SOPRINT,2ASP-06
SOK03,SOPRINT,4ASP-07
SOK03,SOPRINT,4ASP-08
SOK03,SOPRINT,2ASP-05
SOK03,SOPRINT,2ASP-06
SOK03,SOPRINT,4ASP-07
SOK03,SOPRINT,4ASP-08
SOK03,SOPRINT,2ASP-05
SOK03,SOPRINT,2ASP-06
SOK03,SOPRINT,4ASP-07
SOK03,SOPRINT,4ASP-08
SOK03,SOPRINT,2ASP-05
SOK03,SOPRINT,2ASP-06
SOK03,SOPRINT,4ASP-07
SOK03,SOPRINT,4ASP-08
SOK04,SOPRINT,2ASP-05
SOK04,SOPRINT,2ASP-06
SOK04,SOPRINT,4ASP-07
SOK04,SOPRINT,4ASP-08
SOK04,SOPRINT,2ASP-05
SOK04,SOPRINT,2ASP-06
SOK04,SOPRINT,4ASP-07
SOK04,SOPRINT,4ASP-08
SOK05,SOPRINT,2ASP-05
SOK05,SOPRINT,2ASP-06
SOK05,SOPRINT,4ASP-07
SOK05,SOPRINT,4ASP-08
SOK05,SOPRINT,2ASP-05
SOK05,SOPRINT,2ASP-06
SOK05,SOPRINT,4ASP-07
SOK05,SOPRINT,4ASP-08
SOK06,SOPRINT,2ASP-05
SOK06,SOPRINT,2ASP-06
SOK06,SOPRINT,4ASP-07
SOK06,SOPRINT,4ASP-08
SOK06,SOPRINT,2ASP-05
SOK06,SOPRINT,2ASP-06
SOK06,SOPRINT,4ASP-07
SOK06,SOPRINT,4ASP-08
SOK07,SOPRINT,2ASP-05
SOK07,SOPRINT,2ASP-06
SOK07,SOPRINT,4ASP-07
SOK07,SOPRINT,4ASP-08
SOK07,SOPRINT,2ASP-05
SOK07,SOPRINT,2ASP-06
SOK07,SOPRINT,4ASP-07
SOK07,SOPRINT,4ASP-08
SOK63,SOPRINT,2ASP-05
SOK63,SOPRINT,2ASP-06
SOK63,SOPRINT,4ASP-07
SOK63,SOPRINT,4ASP-08
SOK63,SOPRINT,2ASP-05
SOK63,SOPRINT,2ASP-06
SOK63,SOPRINT,4ASP-07
SOK63,SOPRINT,4ASP-08
SOK63,SOPRINT,2ASP-05
SOK63,SOPRINT,2ASP-06
SOK63,SOPRINT,4ASP-07
SOK63,SOPRINT,4ASP-08
SOK64,SOPRINT,2ASP-05
SOK64,SOPRINT,2ASP-06
SOK64,SOPRINT,4ASP-07
SOK64,SOPRINT,4ASP-08
SOK64,SOPRINT,2ASP-05
SOK64,SOPRINT,2ASP-06
SOK64,SOPRINT,4ASP-07
SOK64,SOPRINT,4ASP-08
SOKM3,SOPRINT,2ASP-05
SOKM3,SOPRINT,2ASP-06
SOKM3,SOPRINT,4ASP-07
SOKM3,SOPRINT,4ASP-08
SOKM3,SOPRINT,2ASP-05
SOKM3,SOPRINT,2ASP-06
SOKM3,SOPRINT,4ASP-07
SOKM3,SOPRINT,4ASP-08
SOKM3,SOPRINT,2ASP-05
SOKM3,SOPRINT,2ASP-06
SOKM3,SOPRINT,4ASP-07
SOKM3,SOPRINT,4ASP-08
SOL01,SOMRKLAM,2ML-04
SOL01,SOMRKLAM,2ML-04
SOM01,SOMARK,4MK-12
SOM01,SOMARK,4MK-13
SOM01,SOMARK,4MK-12
SOM01,SOMARK,4MK-13
SOM01,SOMARK,4MK-12
SOM01,SOMARK,4MK-13
SOM01,SOMARK,4MK-12
SOM01,SOMARK,4MK-13
SOM01,SOMARK,4MK-12
SOM01,SOMARK,4MK-13
SOM02,SOMARK,4MK-12
SOM02,SOMARK,4MK-13
SOM02,SOMARK,4MK-12
SOM02,SOMARK,4MK-13
SOM02,SOMARK,4MK-12
SOM02,SOMARK,4MK-13
SOM03,SOMARK,4MK-12
SOM03,SOMARK,4MK-13
SOM62,SOMARK,4MK-12
SOM62,SOMARK,4MK-13
SOM62,SOMARK,4MK-12
SOM62,SOMARK,4MK-13
SOM62,SOMARK,4MK-12
SOM62,SOMARK,4MK-13
SOM63,SOMARK,4MK-12
SOM63,SOMARK,4MK-13
SOM63,SOMARK,4MK-12
SOM63,SOMARK,4MK-13
SOP01,SOMEAS,2FRT-02
SOP01,SOMEAS,4FRT-01
SOP01,SOMEAS,4MS-09
SOP01,SOMEAS,2FRT-02
SOP01,SOMEAS,4FRT-01
SOP01,SOMEAS,4MS-09
SOP01,SOMEAS,2FRT-02
SOP01,SOMEAS,4FRT-01
SOP01,SOMEAS,4MS-09
SOP01,SOMEAS,2FRT-02
SOP01,SOMEAS,4FRT-01
SOP01,SOMEAS,4MS-09
SOP01,SOMEAS,2FRT-02
SOP01,SOMEAS,4FRT-01
SOP01,SOMEAS,4MS-09
SOP01,SOMEAS,2FRT-02
SOP01,SOMEAS,4FRT-01
SOP01,SOMEAS,4MS-09
SOP01,SOMEAS,2FRT-02
SOP01,SOMEAS,4FRT-01
SOP01,SOMEAS,4MS-09
SOP01,SOMEAS,2FRT-02
SOP01,SOMEAS,4FRT-01
SOP01,SOMEAS,4MS-09
SOP61,SOMEAS,2FRT-02
SOP61,SOMEAS,4FRT-01
SOP61,SOMEAS,4MS-09
SOP61,SOMEAS,2FRT-02
SOP61,SOMEAS,4FRT-01
SOP61,SOMEAS,4MS-09
SOP61,SOMEAS,2FRT-02
SOP61,SOMEAS,4FRT-01
SOP61,SOMEAS,4MS-09
SOP61,SOMEAS,2FRT-02
SOP61,SOMEAS,4FRT-01
SOP61,SOMEAS,4MS-09
SOP61,SOMEAS,2FRT-02
SOP61,SOMEAS,4FRT-01
SOP61,SOMEAS,4MS-09
SOP62,SOMEAS,2FRT-02
SOP62,SOMEAS,4FRT-01
SOP62,SOMEAS,4MS-09
SOS01,SOMARK,4MK-12
SOS01,SOMARK,4MK-13
SOS01,SOMARK,4MK-12
SOS01,SOMARK,4MK-13
SOS01,SOMARK,4MK-12
SOS01,SOMARK,4MK-13
SOS01,SOMARK,4MK-12
SOS01,SOMARK,4MK-13
SOS02,SOWETETC,4ET-08
SOT01,SOMEAS,2FRT-02
SOT01,SOMEAS,4FRT-01
SOT01,SOMEAS,4MS-09
SOT01,SOMEAS,2FRT-02
SOT01,SOMEAS,4FRT-01
SOT01,SOMEAS,4MS-09
SOT01,SOMEAS,2FRT-02
SOT01,SOMEAS,4FRT-01
SOT01,SOMEAS,4MS-09
SOT01,SOMEAS,2FRT-02
SOT01,SOMEAS,4FRT-01
SOT01,SOMEAS,4MS-09
SOV01,SOWETETC,4ET-08
SOV01,SOWETETC,4ET-08
SOV01,SOWETETC,4ET-08
SOW03,SWEIGHT,WEIGH02
SOW03,SWEIGHT,WEIGH04
SOW03,SWEIGHT,WEIGH02
SOW03,SWEIGHT,WEIGH04
