eqpid,description,locationid,status,eqptype,isparent,ischild,parenteqpid,batchidprefix
1SPL-06,Samco Surface mod Plasma Clean,SPHOTO,AVAIL,SPPLSCLN,0,0, ,1SPL-06
1SRC-10,SUSS Spin Coating,SPHOTO,AVAIL,SPSPINCT,-1,0, ,1SRC-10
1SS-09,Takatori Film lamination,SPHOTO,AVAIL,SPLAMPHO,-1,0, ,1SS-09
1SS-10,Takatori Film lamination,SPHOTO,AVAIL,SPLAMPHO,-1,0, ,1SS-10
1SS-13,Takatori Film lamination,SPHOTO,NOWIP,SPLAMPHO,-1,0, ,1SS-13
1TM-08,Thickness Measurement,SPHOTO,AVAIL,SPMEAS,0,0, ,1TM-08
1UE-04,Ushio Photo exposure,SPHOTO,AVAIL,SPEXPOSE,-1,0, ,1UE-04
1UE-10,Ushio Photo exposure,SPHOTO,AVAIL,SPEXPOSE,-1,0, ,1UE-10
1UE-11,Ushio Photo exposure,SPHOTO,AVAIL,SPEXPOSE,-1,0, ,1UE-11
1UE-14,Ushio Photo exposure,SPHOTO,AVAIL,SPEXPOSE,-1,0, ,1UE-14
1VO-07,Espec Vacuum oven,SPHOTO,AVAIL,SPVACOVN,0,0, ,1VO-07
1VO-08,Espec Vacuum oven,SPHOTO,AVAIL,SPVACOVN,0,0, ,1VO-08
1VO-09,Espec Vacuum oven,SPHOTO,AVAIL,SPVACOVN,0,0, ,1VO-09
1VO-11,Espec Vacuum oven,SPHOTO,AVAIL,SPVACOVN,0,0, ,1VO-11
1WLC-01,Wafer lot creation,SPHOTO,AVAIL,SPSCAN,0,0, ,1WLC-01
1WLC-02,Wafer lot creation,SPHOTO,AVAIL,SPSCAN,0,0, ,1WLC-02
22D-03,2D Marking,SSOLDER,AVAIL,S2DMARK,0,0, ,22D-03
2AA-03,Acid Activiation,SPLATE,AVAIL,SLWASH,0,0, ,2AA-03
2ASP-05,Solder printing machine,SSOLDER,AVAIL,SOPRINT,-1,0, ,2ASP-05
2ASP-06,Solder printing machine,SSOLDER,AVAIL,SOPRINT,-1,0, ,2ASP-06
2BIS-10,Inspection system,SSOLDER,AVAIL,SOINSPP3,0,0, ,2BIS-10
2BIS-16,Bump Inspection system,SSOLDER,AVAIL,SOINSPP3,-1,0, ,2BIS-16
2BIS-23,Bump Inspection system,SSOLDER,AVAIL,SOINSPP3,-1,0, ,2BIS-23
2BIS-24,Bump Inspection system,SSOLDER,AVAIL,SOINSPP3,-1,0, ,2BIS-24
2BIS-25,Bump Inspection system,SSOLDER,AVAIL,SOINSPP3,-1,0, ,2BIS-25
2BIS-26,Bump Inspection system,SSOLDER,AVAIL,SOINSPP3,-1,0, ,2BIS-26
2CI-03,Waferbackside scanner,SSPUTTER,AVAIL,WBSCAN,0,0, ,2CI-03
2CI-07,Waferbackside scanner,SPLATE,AVAIL,WBSCAN,0,0, ,2CI-07
2CI-09,Waferbackside scanner,SGRIND,AVAIL,WBSCAN,0,0, ,2CI-09
2DPL-04,Samco Plasma clean (Plating),SPLATE,AVAIL,SSCLEAN,0,0, ,2DPL-04
2DPL-05,Samco Plasma clean (Plating),SPLATE,AVAIL,SSCLEAN,0,0, ,2DPL-05
2DPL-10,Showa Shinku Descum Machine,SPLATE,AVAIL,SSCLEAN,-1,0, ,2DPL-10
2DS-03,Die Shear Testing,SSOLDER,AVAIL,SOSHEAR,0,0, ,2DS-03
2DW-01,Dumbwaiter,SGRIND,AVAIL,SDUWAIT,0,0, ,2DW-01
2FDV-04,Dainippon Screen Film develop,SPHOTO,AVAIL,SPCRDEV,-1,0, ,2FDV-04
2FL-01,Bump Flattening,SGRIND,AVAIL,SGBUMP,0,0, ,2FL-01
2FRT-02,FRT MicroProf 200 MHU system,SSOLDER,AVAIL,SOMEAS,-1,0, ,2FRT-02
2IS-12,Low power Inspection Scope,SPLATE,AVAIL,SLSCOPE,0,0, ,2IS-12
2MC-01,Machine Sheet Cutter,SSOLDER,AVAIL,SOSHTCUT,0,0, ,2MC-01
2ML-04,Marking sheet lamination,SSOLDER,AVAIL,SOMRKLAM,0,0, ,2ML-04
2OAE-11,Oxygen &  Argon Dry Etching,SSPUTTER,AVAIL,SSIONETC,0,0, ,2OAE-11
2OAE-12,Oxygen &  Argon Dry Etching,SSPUTTER,AVAIL,SSIONETC,0,0, ,2OAE-12
2OAE-13,Oxygen &  Argon Dry Etching,SSPUTTER,AVAIL,SSIONETC,0,0, ,2OAE-13
2OAE-14,Samco Reactive Ion Etch,SSPUTTER,AVAIL,SSIONETC,0,0, ,2OAE-14
2OAE-15,Oxygen &  Argon Dry Etching,SSPUTTER,AVAIL,SSIONETC,0,0, ,2OAE-15
2PBA-01,Plating Bath Analysis Equipmen,SPLATE,AVAIL,PBA,0,0, ,2PBA-01
2PCM-04,Process Control Measurement,SGRIND,AVAIL,SGPCM,0,0, ,2PCM-04
2PS-08,Protective Sheet Sticking,SGRIND,AVAIL,SGSTICK,-1,0, ,2PS-08
2PT-07,EEJA plating,SPLATE,AVAIL,SLPLATE,-1,0, ,2PT-07
2PT-09,EEJA plating,SPLATE,AVAIL,SLPLATE,-1,0, ,2PT-09
2PT-10,EEJA plating,SPLATE,AVAIL,SLPLATE,-1,0, ,2PT-10
2PT-11,EEJA plating,SPLATE,AVAIL,SLPLATE,-1,0, ,2PT-11
2PT-13,EEJA plating,SPLATE,AVAIL,SLPLATE,-1,0, ,2PT-13
2PT-14,EEJA plating,SPLATE,AVAIL,SLPLATE,-1,0, ,2PT-14
2PUV-02,Protective Sheet Ultra Violet,SGRIND,AVAIL,SGTPREMO,-1,0, ,2PUV-02
2RDV-09,TEL Resist developer,SPHOTO,AVAIL,SPRESDEV,-1,0, ,2RDV-09
2RDY-19,Resin Curing Oven,SGRIND,NOWIP,SGRESCUR,0,0, ,2RDY-19
2RF-04,Heller Reflow Oven,SSOLDER,AVAIL,SOREFSOL,0,0, ,2RF-04
2RG-04,Resin Grinding,SGRIND,NOWIP,SGRESGRN,-1,0, ,2RG-04
2RP-04,Resin Printing,SGRIND,AVAIL,SGRESPRT,0,0, ,2RP-04
2SD-05,OEM Spin Rinse Dry,SPLATE,AVAIL,SLSPIN,-1,0, ,2SD-05
2SPT-10,Sputtering,SSPUTTER,AVAIL,SSSPUTTR,-1,0, ,2SPT-10
2SPT-12,Sputtering,SSPUTTER,AVAIL,SSSPUTTR,-1,0, ,2SPT-12
2SPT-14,Sputtering,SSPUTTER,AVAIL,SSSPUTTR,-1,0, ,2SPT-14
2SPT-26,Sputtering,SSPUTTER,AVAIL,SSSPUTTR,-1,0, ,2SPT-26
2WG-06,Wafer Grinding,SGRIND,AVAIL,SGGRIND,-1,0, ,2WG-06
2WG-09,Wafer Grinding,SGRIND,AVAIL,SGGRIND,-1,0, ,2WG-09
2WG-16,Wafer Grinding,SGRIND,AVAIL,SGGRIND,-1,0, ,2WG-16
2XFS-01,X-Ray Measurement,SSPUTTER,AVAIL,SSXRD,0,0, ,2XFS-01
3ALP-01,BAW measurement tool,S3DICING,AVAIL,3LABEL,0,0, ,3ALP-01
3AOI-01,Automatc Optical Inspection,S3BOND,AVAIL,3AOI,-1,0, ,3AOI-01
3AOI-02,Automatic Optical Inspection,S3PHOTO,AVAIL,3AOI,-1,0, ,3AOI-02
3AOI-04,Automatic Optical Inspection,S3PHOTO,AVAIL,3AOI,-1,0, ,3AOI-02
3AOI-05,Automatc Optical Inspection,S3BOND,AVAIL,3AOI,-1,0, ,3AOI-05
3AOI-09,Automatc Optical Inspection,S3BOND,AVAIL,3AOI,-1,0, ,3AOI-09
3AOI-13,Automatic Optical Inspection,S3PHOTO,AVAIL,3AOI,-1,0, ,3AOI-13
3BAKE1,Yamato Oven,S3PACK,AVAIL,3BAKE,0,0, ,3BAKE1
3BIN2,Singapore3 Bin2 Hold Step,S3TEST,AVAIL,3BIN2,0,0, ,3BIN2
3CAP-PP,Cap Wafer Preparation,S3SOLDER,AVAIL,3WPREP,0,0, ,3CAP-PP
3CASCHG,Dummy machine for Cassette cha,S3PHOTO,AVAIL,3CASSETT,0,0, ,3CASCHG
3CPU-01,Computer,S3BOND,AVAIL,3CPU,0,0, ,3CPU-01
3DES-129,N2 Desiccator,S3PHOTO,AVAIL,3DESICC,0,0, ,3DES-129
3DES-130,N2 Desiccator,S3PHOTO,AVAIL,3DESICC,0,0, ,3DES-130
3DES-14,N2 Desiccator,S3PHOTO,AVAIL,3DESICC,0,0, ,3DES-14
3DES-158,N2 Desiccator,S3PHOTO,AVAIL,3DESICC,0,0, ,3DES-158
3DES-171,N2 Desiccator,S3PHOTO,AVAIL,3DESICC,0,0, ,3DES-171
3DES-210,N2 Desiccator,S3PHOTO,AVAIL,3DESICC,0,0, ,3DES-210
3DS-07,Die Shear,S3ETCH,AVAIL,3DIESHEA,0,0, ,3DS-07
3DS-11,Die Shear,S3ETCH,AVAIL,3DIESHEA,-1,0, ,3DS-11
3DW-02,Dumbwaiter,S3PLATE,AVAIL,SDUWAIT,0,0, ,3DW-02
3ET-09,Sputter Layer Etching,S3ETCH,AVAIL,3WETETCH,-1,0, ,3ET-09
3ETEST1,Network Analyzer,S3PACK,AVAIL,3NWA,0,0, ,3ETEST1
3FFAC1,FormFactor Tool,S3PACK,AVAIL,3PSTTST,0,0, ,3FFAC1
3FI-100,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-100
3FI-102,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-102
3FI-103,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-103
3FI-104,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,3FI-104
3FI-130,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-130
3FI-131,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-131
3FI-138,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-138
3FI-65,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-65
3FI-71,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-71
3FI-79,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-79
3FI-80,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-80
3FI-81,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,3FI-81
3FI-82,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,3FI-82
3FI-84,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-84
3FI-85,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-85
3FI-86,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-86
3FI-87,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-87
3FI-88,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,3FI-88
3FI-89,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,3FI-89
3FI-90,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-90
3FI-91,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-91
3FI-92,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-92
3FI-93,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-93
3FI-94,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-94
3FI-95,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,3FI-95
3FI-96,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-96
3FI-98,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,3FI-98
3FI-99,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,3FI-99
3FIRMAP,IR+FI MAP merging,S3TEST,AVAIL,3FIRMAP,0,0, ,3FIRMAP
3HAST1,Hirayama HAST Chamber,S3PACK,AVAIL,3HAST,0,0, ,3HAST1
3IRT-06,IR Inspection,S3DICING,AVAIL,3TIRINSP,-1,0, ,3IRT-06
3LABEL01,Dicing tape 2D label,S3DICING,AVAIL,3LABEL,0,0, ,3LABEL01
3LS-01,Low Power Scope,S3PLATE,AVAIL,3LSCOP,0,0, ,3LS-01
3LS-02,Low power scope,S3PLATE,AVAIL,3LSCOP,0,0, ,3LS-02
3MAN1,1-day closing,S3PACK,AVAIL,3PACKMAN,0,0, ,3MAN1
3MAN2,Replacement,S3PACK,AVAIL,3PACKMAN,0,0, ,3MAN2
3MAN3,Manual Inspection,S3PACK,AVAIL,3PACKMAN,0,0, ,3MAN3
3MAN4,Outgoing QC,S3PACK,AVAIL,3PACKMAN,0,0, ,3MAN4
3MAN5,1-day closing,S3PACK,AVAIL,3PACKMAN,0,0, ,3MAN5
3MAN6,Replacement,S3PACK,AVAIL,3PACKMAN,0,0, ,3MAN6
3MAN7,Replacement,S3PACK,AVAIL,3PACKMAN,0,0, ,3MAN7
3MAN8,Replacement,S3PACK,AVAIL,3PACKMAN,0,0, ,3MAN8
3MK-09,Laser Marking (deep UV),S3SOLDER,AVAIL,3OMARK,-1,0, ,3MK-09
3MK-21,Laser Marking (deep UV),S3SOLDER,AVAIL,3OMARK,-1,0, ,3MK-21
3MK-24,Laser Marking (deep UV),S3SOLDER,AVAIL,3OMARK,-1,0, ,3MK-24
3MOV04,Dummy machine-Dummy wafer,S3PLATE,AVAIL,3DUMSTEP,0,0, ,3MOV04
3MOVE01,Dummy machine,S3TEST,AVAIL,3DUMSTEP,0,0, ,3MOVE01
3MOVE02,Dummy machine,S3TEST,AVAIL,3DUMMVB,0,0, ,3MOVE02
3MOVE03,Dummy step for PS lot,S3PACK,AVAIL,3DUMSTEP,0,0, ,3MOVE03
3MS-07,Visual Inspection,S3PHOTO,AVAIL,3VI,0,0, ,3MS-07
3MS-14,Visual Inspection,S3PHOTO,AVAIL,3VI,0,0, ,3MS-14
3MS-16,Auto Visual Inspection,S3PLATE,AVAIL,3LSCOP,0,0, ,3MS-16
3MUST1,MUST Auto Tool,S3PACK,AVAIL,3PSTTST,0,0, ,3MUST1
3MUST2,MUST Auto Tool,S3PACK,AVAIL,3PSTTST,0,0, ,3MUST2
3NCG-05,NCG Digital thickness gauge,S3GRIND,AVAIL,3GGRIND,0,0, ,3NCG-05
3NE-01,Visual Check w/o scope,S3PLATE,AVAIL,3NECHK,0,0, ,3NE-01
3NE-02,Aft Dicing NakedEye Inspection,S3DICING,AVAIL,3NEINSP,0,0, ,3NE-02
3OCR-10,BAW OCR Reader,S3SPUT,AVAIL,3OCR,0,0, ,3OCR-10
12D-04,2D Marking,SPHOTO,AVAIL,SLOTIDMK,0,0, ,12D-04
12D-05,2D Marking,SPHOTO,AVAIL,SLOTIDMK,0,0, ,12D-05
1ALIS-01,Auto loader inspection scope,SPHOTO,AVAIL,SPSCOPE,0,0, ,1ALIS-01
1ALIS-02,Auto loader inspection scope,SPHOTO,AVAIL,SPSCOPE,0,0, ,1ALIS-02
1CBC-01,4/6/8-in CASSETTE AND BOX CLNR,SPHOTO,AVAIL,SPCBCLN,0,0, , 
1CI-01,Waferbackside scanner,SPHOTO,AVAIL,WBSCAN,0,0, ,1CI-01
1HUV-03,CEI Hot Plate UV Curing,SPHOTO,AVAIL,SPHEAT,-1,0, ,1HUV-03
1HUV-04,CEI Hot Plate UV Curing,SPHOTO,AVAIL,SPHEAT,-1,0, ,1HUV-04
1IS-03,Nikon Nikon scope,SPHOTO,AVAIL,SPSCOPE,0,0, ,1IS-03
1IS-05,Nikon Nikon scope,SPHOTO,AVAIL,SPSCOPE,0,0, ,1IS-05
WR01,ASM,S3PACK,AVAIL,ORT-ASM,0,0, , 
WR03,ASM,S3PACK,AVAIL,ORT-ASM,0,0, , 
WTT-02,Wafer Transfer Trolley 2,SDICING,AVAIL,STROLLEY,0,0, ,WTT-02
WTT-03,Wafer Transfer Trolley 3,SDICING,AVAIL,STROLLEY,0,0, ,WTT-03
WTT-05,Wafer Transfer Trolley 5,SDICING,AVAIL,STROLLEY,0,0, ,WTT-05
WTT-07,Wafer Transfer Trolley 7,SDICING,AVAIL,STROLLEY,0,0, ,WTT-07
3VS-01,Dummy for manualhandling of VI,S3SPUT,AVAIL,3WFLIFT,0,0, ,3VS-01
3WET-01,Edge Trimming,S3DICING,AVAIL,3GTRIM,0,0, ,3WET-01
3WET-02,Edge Trimming,S3DICING,AVAIL,3GTRIM,0,0, ,DIS
3WG-11,Back Grinding with NCG,S3GRIND,AVAIL,3GGRIND,-1,0, ,3WG-11
3WG-20,Back Grinding with NCG,S3GRIND,AVAIL,3GGRIND,-1,0, ,3WG-20
3WLC-04,Wafer lot creation tool,S3SPUT,AVAIL,SPSCAN,0,0, ,3WLC-04
3WLT-04,Auto wafer lifter tool for VI,S3SPUT,AVAIL,3NECHK,0,0, ,3WLT-04
3WLT-05,Auto wafer lifter tool for VI,S3PLATE,AVAIL,3NECHK,0,0, ,3WLT-05
3WM-06,Mounting Tape,S3DICING,AVAIL,3DMOUNT,-1,0, ,3WM-06
3WM-10,Stealth Dicing Wafer Mounter,S3DICING,AVAIL,3DMOUNT,-1,0, ,3WM-10
3WREC1,ASM Wafer Reconstruction,S3PACK,AVAIL,3ASM,0,0, ,3WREC1
3WSD-01,Wafer Stealth Dicer,S3DICING,AVAIL,3WFRDICE,0,0, ,3WSD-01
3WTM-05,Wafer sorting and transfer,S3GRIND,AVAIL,3WTM,-1,0, ,3WTM-05
3XFS-02,X Ray Sepectrometer,S3PLATE,AVAIL,3XRAY,0,0, ,3XFS-02
3XFS-06,X Ray Sepectrometer,S3PLATE,AVAIL,3XRAY,-1,0, ,3XFS-06
3ZETA-01,Plating thickness measurement,S3PLATE,AVAIL,3ZETA,0,0, ,3ZETA-01
4AIS-01,Automated Inspection Tool,SPLATE,AVAIL,SLSCOPE,-1,0, ,4AIS-01
4ASP-07,Solder printing machine,SSOLDER,AVAIL,SOPRINT,-1,0, ,4ASP-07
4ASP-08,Solder printing machine,SSOLDER,AVAIL,SOPRINT,-1,0, ,4ASP-08
4BIS-14,Bump Inspection system,SSOLDER,AVAIL,SOINSPP3,-1,0, ,4BIS-14
4BIS-15,Bump Inspection system/AOI,SSOLDER,AVAIL,SOINSPP3,-1,0, ,4BIS-15
4BIS-17,Bump Inspection system,SSOLDER,AVAIL,SOINSPP3,-1,0, ,4BIS-17
4BIS-20,Bump Inspection system AOI,SSOLDER,AVAIL,SOINSPP3,-1,0, ,4BIS-20
4BIS-22,Bump Inspection system,SSOLDER,AVAIL,SOINSPP3,-1,0, ,4BIS-22
4CI-04,Waferbackside scanner,SPHOTO,AVAIL,WBSCAN,0,0, ,4CI-04
4CI-05,Waferbackside scanner,SPHOTO,AVAIL,WBSCAN,0,0, ,4CI-05
4CI-06,Waferbackside scanner,SSOLDER,AVAIL,WBSCAN,0,0, ,4CI-06
4CI-08,Wafer Backside Scanner,SSPUTTER,AVAIL,WBSCAN,0,0, ,4CI-08
4CI-10,Wafer Backside Scanner,SSPUTTER,AVAIL,WBSCAN,0,0, ,4CI-10
4DPL-07,Descum Plasma Clean,SPLATE,AVAIL,SSCLEAN,0,0, ,4DPL-07
4DPL-09,Showa Shinku Descum Machine,SPLATE,AVAIL,SSCLEAN,-1,0, ,4DPL-09
4DS-06,Die Shear Testing,SSOLDER,AVAIL,SOSHEAR,0,0, ,4DS-06
4ET-08,Wet Etching,SSOLDER,AVAIL,SOWETETC,-1,0, ,4ET-08
4FRT-01,FRT MicroProf 200 MHU system,SSOLDER,AVAIL,SOMEAS,-1,0, ,4FRT-01
4IS-14,Low power Inspection Scope,SPLATE,AVAIL,SLSCOPE,0,0, ,4IS-14
4IS-16,Low power Inspection Scope,SPLATE,AVAIL,SLSCOPE,0,0, ,4IS-16
4MK-12,Laser Marking,SSOLDER,AVAIL,SOMARK,-1,0, ,4MK-12
4MK-13,Laser Marking,SSOLDER,AVAIL,SOMARK,-1,0, ,4MK-13
4MS-09,Nikon MM-400 measure,SSOLDER,AVAIL,SOMEAS,0,0, ,4MS-09
4PCM-01,Process Control Measurement,SGRIND,AVAIL,SGPCM,0,0, ,4PCM-01
4PT-16,EEJA plating,SPLATE,AVAIL,SLPLATE,-1,0, ,4PT-16
4PT-17,EEJA plating,SPLATE,AVAIL,SLPLATE,-1,0, ,4PT-17
4PT-19,EEJA plating,SPLATE,AVAIL,SLPLATE,-1,0, ,4PT-19
4RSL-01,Reflow Semi Auto Loader,SSOLDER,AVAIL,SOREFSOL,0,0, ,4RSL-01
4SPT-19,Sputtering,SSPUTTER,AVAIL,SSSPUTTR,-1,0, ,4SPT-19
4SPT-23,Sputtering,SSPUTTER,AVAIL,SSSPUTTR,-1,0, ,4SPT-23
4SPT-32,ASMNEXX sputtering machine,SSPUTTER,AVAIL,SSSPUTTR,-1,0, ,4SPT-32
4SRC-07,TEL ACT8 Coater,SPHOTO,AVAIL,SPSPIRCT,-1,0, ,4SRC-07
4TM-04,Thickness Measurement,SPHOTO,AVAIL,SPMEAS,0,0, ,4TM-04
4PT-21,EEJA plating,SPLATE,AVAIL,SLPLATE,-1,0, ,4PT-21
4WG-02,Wafer Grinding,SGRIND,NOWIP,SGGRIND,-1,0, ,4WG-02
4WG-12,Wafer Grinding,SGRIND,AVAIL,SGGRIND,-1,0, ,4WG-12
4WTT-DM,Wafer cassette exchanging,SSOLDER,AVAIL,SWTRSFR,0,0, ,4WTT-DM
4XFS-03,X-Ray Measurement,SSPUTTER,AVAIL,SSXRD,0,0, ,4XFS-03
5ADS-03,Automated Dies Separator,S3DICING,AVAIL,3WFRDICE,0,0, ,5ADS-03
5ALP-02,BAW measurement tool,S3DICING,AVAIL,3LABEL,0,0, ,5ALP-02
5AOI-06,Automatic Optical Inspection,S3PHOTO,AVAIL,3AOI,-1,0, ,5AOI-06
5AOI-07,Automatic Optical Inspection,S3PHOTO,AVAIL,3AOI,-1,0, ,5AOI-07
5AOI-10,Automatic Optical Inspection,S3PHOTO,AVAIL,3AOI,-1,0, ,5AOI-10
5AOI-11,Auto Optical Inspect (ADG IR),S3BOND,AVAIL,3AOI,0,0, ,5AOI-11
5AOI-12,Automatic Optical Inspection,S3PHOTO,AVAIL,3AOI,-1,0, ,5AOI-12
5DDUV-02,UV Irradiation and Detape,S3BOND,AVAIL,3DDUV,-1,0, ,5DDUV-02
5DES-182,N2 Desiccator,S3PHOTO,AVAIL,3DESICC,0,0, ,5DES-182
5DES-189,N2 Desiccator,S3PHOTO,AVAIL,3DESICC,0,0, ,5DES-189
5DES-194,N2 Desiccator,S3PHOTO,AVAIL,3DESICC,0,0, ,5DES-194
5DES-195,N2 Desiccator,S3PHOTO,AVAIL,3DESICC,0,0, ,5DES-195
5DW-02,Dumbwaiter,S3PHOTO,AVAIL,SDUWAIT,0,0, ,5DW-02
5FI-108,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,5FI-108
5FI-109,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,5FI-109
5FI-110,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,5FI-110
5FI-115,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,5FI-115
5FI-116,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,5FI-116
5FI-118,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,5FI-118
5FI-127,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,5FI-127
5FI-128,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,5FI-128
5FI-132,Final Inspection,S3TEST,AVAIL,3TFINTST,0,0, ,5FI-132
5FI-133,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,5FI-133
5FI-135,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,5FI-135
5FI-136,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,5FI-136
5FI-140,Final Inspection,S3TEST,NOWIP,3TFINTST,0,0, ,5FI-140
5IRT-03,IR Inspection,S3DICING,AVAIL,3TIRINSP,0,0, ,5IRT-03
5IRT-04,IR Inspection,S3DICING,AVAIL,3TIRINSP,-1,0, ,5IRT-04
5IRT-05,IR Inspection,S3DICING,AVAIL,3TIRINSP,-1,0, ,5IRT-05
5MK-16,Laser Marking (deep UV),S3SOLDER,AVAIL,3OMARK,-1,0, ,5MK-16
5MK-18,Laser Marking (deep UV),S3SOLDER,AVAIL,3OMARK,-1,0, ,5MK-18
5MK-19,Laser Marking (deep UV),S3SOLDER,AVAIL,3OMARK,-1,0, ,5MK-19
5MK-22,Laser Marking (deep UV),S3SOLDER,AVAIL,3OMARK,-1,0, ,5MK-22
5MS-11,Visual Inspection,S3PHOTO,AVAIL,3VI,0,0, ,5MS-11
5MSK-01,Auto store/Exchange Photomask,S3PHOTO,AVAIL,3STOCKER,0,0, ,5MSK-01
5NCG-01,NCG Digital thickness gauge,S3GRIND,AVAIL,3NCG,0,0, ,5NCG-01
5OCR-02,BAW OCR Reader,S3PLATE,AVAIL,3OCR,0,0, ,5OCR-02
5OCR-09,BAW OCR Reader,S3PHOTO,AVAIL,3OCR,0,0, ,5OCR-09
5OCR-14,BAW OCR Reader,S3PHOTO,AVAIL,3OCR,0,0, ,5OCR-14
5OE-10,Oxygen Etch,S3PHOTO,AVAIL,3PPLSCLN,-1,0, ,5OE-10
5PCA-02,Ancosys Auto Plating Chemical,S3PLATE,AVAIL,3PCA,0,0, ,5PCA-02
5PCA-03,Ancosys Auto Plating Chemical,S3PLATE,AVAIL,3PCA,0,0, ,5PCA-03
5PS-12,BG Tape Lamination,S3GRIND,NOWIP,3GSTICK,-1,0, ,5PS-12
5RT-225,Rack Staging,S3SOLDER,AVAIL,3DESICC,0,0, ,5RT-225
5SAT-03,SAT Measurement,S3BOND,AVAIL,3SATMS,-1,0, ,5SAT-03
5SAT-04,SAT Measurement,S3BOND,AVAIL,3SATMS,-1,0, ,5SAT-04
5SPL-10,Surface Ashing,S3PHOTO,AVAIL,3PPLSCLN,0,0, ,5SPL-10
5TM-05,Resist Thickness Measurement,S3PHOTO,AVAIL,3PMEAS,0,0, ,5TM-05
5TM-06,Resist Thickness Measurement,S3PHOTO,AVAIL,3PMEAS,0,0, ,5TM-06
5TM-07,Resist Thickness Measurement,S3PHOTO,AVAIL,3PMEAS,0,0, ,5TM-07
5WET-03,Edge Trimming,S3DICING,AVAIL,3GTRIM,0,0, ,5WET-03
5WET-04,BAW Wafer Edge Trimming Tool,S3DICING,AVAIL,3GTRIM,0,0, ,5WET-04
5WET-05,Edge Trimming,S3DICING,AVAIL,3GTRIM,0,0, ,5WET-05
5WET-06,Edge Trimming,S3DICING,AVAIL,3GTRIM,0,0, ,5WET-06
5WG-21,Back Grinding with NCG,S3GRIND,AVAIL,3GGRIND,-1,0, ,5WG-21
5WG-22,Back Grinding with NCG,S3GRIND,AVAIL,3GGRIND,-1,0, ,5WG-22
5WG-23,Back Grinding with NCG,S3GRIND,AVAIL,3GGRIND,-1,0, ,5WG-23
5WLT-02,Auto wafer lifter tool for VI,S3SPUT,AVAIL,3NECHK,0,0, ,5WLT-02
5WM-12,Mounting Tape,S3DICING,AVAIL,3DMOUNT,-1,0, ,5WM-12
5WM-14,Stealth Dicing Wafer Mounter,S3DICING,AVAIL,3DMOUNT,-1,0, ,5WM-14
5WSD-04,Wafer Stealth Dicer,S3DICING,AVAIL,3WFRDICE,0,0, ,5WSD-04
5XFS-05,X Ray Sepectrometer,S3PLATE,AVAIL,3XRAY,-1,0, ,5XFS-05
5XRAY-01,Void X-ray Inspection,S3SOLDER,AVAIL,3XRAY2,-1,0, ,5XRAY-01
5ZETA-02,Plating thickness measurement,S3PLATE,AVAIL,3ZETA,-1,0, ,5ZETA-02
6IRT-01,IR Inspection,S3DICING,AVAIL,3TIRINSP,0,0, ,6IRT-01
